grade,date,subject,learn,book1_grade,book1_subject,book1_serie,book1_interactive,book1_pages,book2_grade,book2_subject,book2_serie,book2_interactive,book2_pages,book3_grade,book3_subject,book3_serie,book3_interactive,book3_pages
1,09/20,es,"Reconoce cuando está agitado y cuando está en calma. Describe cómo se expresan ambos estados en el cuerpo, voz y conducta.",1,es,santillana,,156 a 159,1,es,socio,,10 y 11,,,,,
1,09/20,art,"Crea y reproduce secuencias de movimientos, gestos y posturas corporales, con y sin música, individualmente y en coordinación con otros.",1,art,santillana,,416 y 417,,,,,,,,,,
1,09/20,cm,"Reconoce y valora costumbres y tradiciones que se manifiestan en los grupos sociales
 a los que pertenece.",2,cm,santillana,,102 y103,,,,,,2,cm,sep,,36 a 39
1,09/20,lm,Trabaja con su nombre y el de sus compañeros.,2,lm,santillana,,314 y 315 ,,,,,,2,lm,sep,,158 y 159
1,09/20,vs,Reconoce que la práctica de hábitos de higiene y limpieza reduce el riesgo de contraer enfermedades.,1,vs,vidasaludable,https://packgoogle-pro.s3.amazonaws.com/vida-saludable/laguia_recursos/trim2/rdvspat2e3-gen/index.html,143 y 274,,,,,,,,,,
1,09/21,mat,"Identifica algunas relaciones de equivalencia entre monedas de $1, $2, $5 y $10 en situaciones reales o ficticias de compra y venta.",1,mat,santillana,,78 y 79,1,mat,detectives,,7,1,mat,sep,,22 y 23
1,09/21,fcye,"Reconoce el valor que tiene como persona al 
reflexionar y expresar sus ideas, emociones, sentimientos, deseos y necesidades, y al ser consciente de cuidarse y cuidar a otras personas entre su familia, amigas, amigos y grupo escolar.",1,fcye,santillana,,126 y 127,,,,,,1,fcye,sep,,10 a 17
1,09/21,lm,Reconoce la forma escrita de los nombres de sus compañeros de clase y utiliza ese conocimiento como referencia para identificar y utilizar letras y formar otras palabras.,1,lm,santillana,,34 y 37,,,,,,1,lm,sep,,"14, 16 y 17"
1,09/21,art,"Reconoce los sonidos de su entorno, los que 
puede producir su cuerpo y los de canciones y rondas infantiles, para identificar sus 
diferencias.",2,art,santillana,,292 y 293,,,,,,,,,,
1,09/21,ef,"Ajusta sus patrones básicos de movimiento a partir de la valoración de sus experiencias en 
las situaciones motrices en las que participa para responder a las características de cada una.",2,ef,santillana,,290 y 291,,,,,,,,,,
1,09/22,cm,"Reconoce formas de comportamiento y 
sugiere reglas que favorecen la 
convivencia en la escuela y la familia.",1,cm,santillana,,112 y 113,,,,,,1,cm,sep,,12 a 19
1,09/22,mat,"Lee, escribe y ordena números naturales hasta  100.",1,mat,santillana,,106 y 107,1,mat,detectives,,14 y 22,1,mat,sep,,32 a 35
1,09/22,lm,Escucha la lectura de cuentos infantiles.,1,lm,santillana,,330 y 331,,,,,,1,lm,sep,,186 y 187
1,09/22,ing,Reconoce palabras y expresiones.,,,,,,,,,,,,,,,
1,09/22,ced,"Reconoce el valor que tiene como persona al 
reflexionar y expresar sus ideas, emociones, 
sentimientos, deseos y necesidades, y al ser 
consciente de cuidarse y cuidar a otras 
personas entre su familia, amigas, amigos 
y grupo escolar.",1,ced,santillana,,126 y 127,,,,,,1,fcye,sep,,10 a 17
1,09/23,lmb,"Introducción a la clase de Lengua Materna, clase bilingüe.",,,,,,,,,,,,,,,
1,09/23,art,"Reconoce los sonidos de su entorno, los que 
puede producir su cuerpo y los de canciones y rondas infantiles, para identificar sus 
diferencias.",2,art,santillana,,292 a 295,,,,,,,,,,
1,09/23,cm,Reconoce formas de comportamiento y sugiere reglas que favorecen la convivencia en la escuela y la familia,1,cm,santillana,,112 y 113,,,,,,1,cm,sep,,12 a 19
1,09/23,mat,"Lee, escribe y ordena números naturales hasta  100.",1,mat,santillana,,108 y 109,1,mat,detectives,,15 y 23  ,1,mat,sep,,"36 y 37, 61 a 73"
1,09/23,ef,"Explora la combinación de los patrones 
básicos de movimiento en diferentes actividades y juegos, con la finalidad de favorecer el control de sí. ",1,ef,santillana,,414 y 415,,,,,,,,,,
1,09/24,mat,"Lee, escribe y ordena números naturales hasta 100.",1,mat,santillana,,84 y 85,1,mat,detectives,,8 y 9,1,mat,sep,,30 a 31
1,09/24,cm,Reconoce formas de comportamiento y sugiere reglas que favorecen la convivencia en la escuela y la familia.,1,cm,santillana,,112 y 113,,,,,,1,cm,sep,,12 a 19
1,09/24,es,"Identifica el nombre de distintas 
emociones.",1,es,santillana,,156 a 159,1,es,socio,,12 y 13,,,,,
1,09/24,art,"Reconoce los sonidos de su 
entorno, los que puede producir su 
cuerpo y los de canciones y rondas 
infantiles, para identificar sus diferencias.",2,art,santillana,,292 y 293,,,,,,,,,,
1,09/24,vs,Participa en diferentes juegos que le permiten  mantenerse activo y saludable.,2,vs,vidasaludable,https://packgoogle-pro.s3.amazonaws.com/vida-saludable/laguia_recursos/trim3/rdvspbt3e2-gen/index.html,135 y 136,,,,,,,,,,
2,09/23,mat,"Lee, escribe y ordena números naturales hasta  100.",1,mat,santillana,,108 y 109,1,mat,detectives,,15 y 23  ,1,mat,sep,,"36 y 37, 61 a 73"
2,09/23,ef,"Explora la combinación de los patrones 
básicos de movimiento en diferentes actividades y juegos, con la finalidad de favorecer el control de sí. ",1,ef,santillana,,414 y 415,,,,,,,,,,
2,09/24,mat,"Lee, escribe y ordena números naturales hasta 100.",1,mat,santillana,,84 y 85,1,mat,detectives,,8 y 9,1,mat,sep,,30 a 31
2,09/24,cm,Reconoce formas de comportamiento y sugiere reglas que favorecen la convivencia en la escuela y la familia.,1,cm,santillana,,112 y 113,,,,,,1,cm,sep,,12 a 19
2,09/24,es,"Identifica el nombre de distintas 
emociones.",1,es,santillana,,156 a 159,1,es,socio,,12 y 13,,,,,
2,09/24,art,"Reconoce los sonidos de su 
entorno, los que puede producir su 
cuerpo y los de canciones y rondas 
infantiles, para identificar sus diferencias.",2,art,santillana,,292 y 293,,,,,,,,,,
2,09/24,vs,Participa en diferentes juegos que le permiten  mantenerse activo y saludable.,2,vs,vidasaludable,https://packgoogle-pro.s3.amazonaws.com/vida-saludable/laguia_recursos/trim3/rdvspbt3e2-gen/index.html,135 y 136,,,,,,,,,,
