grade,date,subject,learn,book1_grade,book1_subject,book1_serie,book1_interactive,book1_pages,book2_grade,book2_subject,book2_serie,book2_interactive,book2_pages,book3_grade,book3_subject,book3_serie,book3_interactive,book3_pages
2,09/13,vs,Reconoce que la práctica de hábitos de higiene y limpieza reducen riesgos de contraer enfermedades.,2,vs,vidasaludable,https://packgoogle-pro.s3.us-east-1.amazonaws.com/vida-saludable/compartir_recursos/trim1/bgn4_t1/index.html,390,,,,,,,,,,
2,09/13,es,Reconoce las características de los estados de ánimo y cómo se forman a partir de diversos factores.,,,santillana,,,2,es,socio,,10 y 11,,,,,
2,09/13,art,"Utiliza los colores primarios para combinarlos, y distingue los colores cálidos y fríos.",2,art,santillana,,16 y 17,,,,,,,,,,
2,09/13,cm,"Describe cronológicamente acontecimientos de su historia y de su familia con el uso de referencias temporales. Describe costumbres, tradiciones y conmemoraciones del lugar donde vive y como han cambiado con el paso del tiempo.",2,cm,santillana,,102 y 103,,,,,,2,cm,sep,,30 a 32 
2,09/13,lm,"Canta, lee y reescribe canciones y rondas infantiles. Lee y comparte canciones y poemas de su preferencia.",2,lm,santillana,,56 y 57,,,,,,2,lm,sep,,56 y 57
2,09/14,ef,Ajusta sus patrones básicos de movimiento a partir de la valoración de sus experiencias en las situaciones motrices en las que participa para responder a las características de cada una.,2,ef,santillana,,148 y 149,,,,,,,,,,
2,09/14,lm,"Reconoce diferentes formas de hablar el español en su comunidad. Reconoce la existencia de otras lenguas en su comunidad, además de su lengua materna, e indaga sobre su uso.",2,lm,santillana,, 306 y 307,,,,,,2,lm,sep,,146 a 148
2,09/14,art,"Utiliza los colores primarios para combinarlos, y distingue los colores cálidos y fríos",2,art,santillana,,16 y 17,,,,,,,,,,
2,09/14,mat,Resuelve problemas de suma y resta con números naturales menores que 100.,2,mat,santillana,,72 y 73,2,mat,detectives,,10 y 11,2,mat,sep,,26 a 30
2,09/14,fcye,"Valora la importancia de pertenecer a una familia, a redes de apoyo e instituciones que contribuyen a cuidar su integridad.",2,fcye,santillana,, 114 y 115,,,,,,2,fcye,sep,,10 a 15
2,09/15,ced,"Valora la importancia de pertenecer a una familia, a redes de apoyo e instituciones que contribuyen a cuidar su integridad.",2,ced,santillana,,114 y 115,,,,,,2,fcye,sep,,10 a 15
2,09/15,art,"Utiliza los colores primarios para combinarlos, y distingue los colores cálidos y fríos.",2,art,santillana,,16 y 17,,,,,,,,,,
2,09/15,cm,"Identifica actividades cotidianas que realiza en su casa y en la escuela, la distribución de responsabilidades y la organización del tiempo. Describe cambios y permanencias en los juegos, las actividades recreativas y los sitios donde se realizan.",2,cm,santillana,,109,,,,,,2,cm,sep,,56
2,09/15,lm,Lee obras de teatro infantil y participa en juegos dramáticos de su imaginación. Selecciona una obra de teatro infantil breve para representarla con títeres.,2,lm,santillana,,322 y 323,,,,,,2,lm,sep,,174 y 175
2,09/15,mat,Construye configuraciones utilizando figuras geométricas.,2,mat,santillana,,92 y 93,2,mat,detectives,,23 y 24,2,mat,sep,,68 y 69
2,09/17,vs,Expresa ideas acerca de por qué los alimentos procesados ponen en riesgo la salud.,2,vs,vidasaludable,https://packgoogle-pro.s3.us-east-1.amazonaws.com/vida-saludable/compartir_recursos/trim2/rdvspat2e1-gen/index.html,275,,,,,,,,,,
2,09/17,mat,"Estima, compara y ordena longitudes, pesos y capacidades, directamente y, en el caso de las longitudes, también con un intermediario.",2,mat,santillana,,228 y 229,2,mat,detectives,,43,2,mat,sep,,139 a 142
2,09/17,cm," Clasifica animales, plantas y materiales a partir de características que identifica con sus sentidos. Clasifica objetos, animales y plantas por su tamaño.
       ",2,cm,santillana,,106 y 246,,,,,,2,cm,sep,,40 a 45 y 94 a 97
2,09/17,art,"Utiliza los colores primarios para combinarlos, y distingue los colores cálidos y fríos. ",2,art,santillana,,16 y 17,,,,,,,,,,
2,09/17,es,"Reconoce que los sentimientos se construyen a partir de las personas, cosas o situaciones importantes, así como algunas maneras de regularlos para la toma de decisiones y para lograr el bienestar personal y social.",,,,,,2,es,socio,,12 y 13,,,,,
