grade,date,subject,learn,book1_grade,book1_subject,book1_serie,book1_interactive,book1_pages,book2_grade,book2_subject,book2_serie,book2_interactive,book2_pages,book3_grade,book3_subject,book3_serie,book3_interactive,book3_pages
5,09/13,art,Explora diversas maneras de realizar una obra tridimensional para proponer una opción original.,4,art,santillana,,"16 y 17, 164 y 165",,,,,,,,,,
5,09/13,es,Explica las características de los estados de ánimo y cómo se forman a partir de diversos factores.,,,,,,5,es,socio,,14 a 17,,,,,
5,09/13,cn,"Describe formas de producir electricidad estática: frotación y contacto, así como sus efectos en situaciones del entorno. Obtiene conclusiones acerca de la atracción y repulsión eléctrica producidas al interactuar distintos materiales. Describe que la luz se propaga en línea recta y atraviesa algunos materiales. Explica fenómenos del entorno a partir de la reflexión y la refracción de la luz.",4,cn,santillana,,"246, 247, 386 y 387",,,,,,4,cn,sep,,101 a 106 y 113
5,09/13,geo,Reconoce y valora la importancia de la Geografía.,,,,,,,,,,,,,,,
5,09/13,vs,"Promueve acciones para reducir la propagación de enfermedades transmisibles, al identificar los factores de riesgo y protectores de la salud, en los entornos familiar, escolar y comunitario.",5,vs,vidasaludable,https://packgoogle-pro.s3.amazonaws.com/vida-saludable/laguia_recursos/trim3/rdvspat3e4-gen/index.html,154,,,,,,,,,,
5,09/14,mat,"Clasifica cuadriláteros con base en sus características (lados, ángulos, diagonales, ejes de simetría, etcétera).",4,mat,santillana,,226 a 229,4,mat,detectives,,39 y 40,4,mat,sep,,112 y 113
5,09/14,cn,"Identifica que la temperatura, el tiempo y la acción de los microorganismos influyen en la descomposición de los alimentos. Reconoce algunas formas de generar calor, así como su importancia en la vida cotidiana. Describe algunos efectos del calor en los materiales y su aprovechamiento en diversas actividades. Relaciona la fricción con la fuerza y describe sus efectos en los objetos. Describe formas de producir electricidad estática: frotación y contacto, así como sus efectos en situaciones del entorno. Obtiene conclusiones acerca de la atracción y repulsión eléctrica producidas al interactuar distintos materiales. Describe que la luz se propaga en línea recta y atraviesa algunos materiales. Explica fenómenos del entorno a partir de la reflexión y la refracción de la luz. Explica la formación de eclipses de Sol y de Luna mediante modelos.",4,cn,santillana,,"242, 243, 384, 385 y 391",,,,,,4,cn,sep,,"84 a 88, 114, 115, 142 y 143"
5,09/14,esp,Comprende el contenido general de textos informativos de contenido académico y recapitula sus funciones sociales.,5,esp,santillana,,36,,,,,,5,esp,sep,,39 y 40
5,09/14,hist,Valora el legado que ha dejado la cultura revolucionaria en nuestro presente.,5,hist,santillana,,279,,,,,,5,hist,sep,,101 y 102
5,09/14,ef,"Valora sus habilidades y destrezas motrices al participar en situaciones de juego e iniciación deportiva, lo que le permite sentirse y saberse competente.",4,ef,santillana,,454 y 455,,,,,,,,,,
5,09/15,geo,Identifica conceptos geográficos.,4,geo,santillana,,96 y 97,,,,,,4,geo,sep,,23 a 29
5,09/15,mat,Identifica ángulos mayores o menores que un ángulo recto. Utiliza el transportador para medir ángulos.,4,mat,santillana,,208 a 211,4,mat,detectives,,28,4,mat,sep,,64 a 68
5,09/15,fcye,Explica situaciones que pueden afectar su dignidad e integridad personal y sus derechos humanos.,5,fcye,santillana,,142 y 143,,,,,,5,fcye,sep,,10 a 19
5,09/15,esp,"Explora, lee y compara textos informativos de contenido académico para recapitular elementos de su estructura y formas de presentación del contenido.",5,esp,santillana,,36,,,,,,5,esp,sep,,39 y 40
5,09/15,ced,Explica situaciones que pueden afectar su dignidad e integridad personal y sus derechos humanos.,5,ced,santillana,,142 y 143,,,,,,5,fcye,sep,,10 a 19
5,09/17,espb,Estudia relatos de la antigua y nueva palabra.,,,,,,,,,,,,,,,
5,09/17,mat,Resuelve problemas en los cuales es necesario extraer información explícita de diversos portadores.,4,mat,santillana,,66 y 67,4,mat,detectives,,18,4,mat,sep,,43 a 46
5,09/17,ing,Explora y escucha intercambios de expresiones para organizar reuniones.,,,,,,,,,,,,,,,
5,09/17,es,"Valora que los sentimientos se construyen a partir de las personas, cosas o situaciones importantes, así como algunas maneras de regularlos para la toma de decisiones y para lograr el bienestar personal y social.",,,,,,5,es,socio,,18 y 19,,,,,
5,09/17,vs,"Participa en la promoción de hábitos de higiene y limpieza para cuidar el medioambiente, en el entorno familiar, escolar y comunitario.",5,vs,vidasaludable,https://packgoogle-pro.s3.amazonaws.com/vida-saludable/laguia_recursos/trim2/rdvspat2e3-gen/index.html,160,,,,,,,,,,
