grade,date,subject,learn,book1_grade,book1_subject,book1_serie,book1_interactive,book1_pages,book2_grade,book2_subject,book2_serie,book2_interactive,book2_pages,book3_grade,book3_subject,book3_serie,book3_interactive,book3_pages
6,10/25,vs,Evalúa los factores que le impiden la práctica constante de actividades físicas y las opciones que tiene para superar dificultades.,6,vs,vidasaludable,https://packgoogle-pro.s3.amazonaws.com/vida-saludable/laguia_recursos/trim3/rdvspat3e2-gen/index.html,308 y 309,,,,,,,,,,
6,10/25,es,Contribuye con propuestas de acción para mejorar aspectos de su entorno.,,,,,,6,es,socio,,52 y 53,,,,,
6,10/25,esp,Usa oraciones compuestas al escribir. Emplea recursos literarios en la escritura de biografías y autobiografías.,6,esp,santillana,,"28, 32 y 33",,,,,,6,esp,sep,,25 y 29
6,10/25,hist,"Explica la importancia de los ríos en el desarrollo de las civilizaciones agrícolas, sus rasgos comunes y diferencias.",6,hist,santillana,,122 a 125,,,,,,6,hist,sep,,40 y 41
6,10/25,geo,Reconoce los recursos naturales para la vida cotidiana y productiva de los seres humanos.,6,geo,santillana,,110 y 111,,,,,,6,geo,sep,,59 a 63
6,10/26,ef,"Adapta sus capacidades, habilidades y destrezas motrices al organizar y participar en diversas actividades recreativas, con la finalidad de consolidar su disponibilidad corporal.",6,ef,santillana,,166 y 167,,,,,,,,,,
6,10/26,mat,Resolución de problemas multiplicativos con valores fraccionarios o decimales mediante procedimientos no formales.,6,mat,santillana,,58 y 59,6,mat,detectives,,12,6,mat,sep,,20 y 21
6,10/26,cn,Explica el funcionamiento integral del cuerpo humano a partir de las interacciones entre diferentes sistemas.,6,cn,santillana,,82 a 85,,,,,,6,cn,sep,,11 a 15
6,10/26,esp,Identifica la diferencia en el uso de la voz narrativa en la biografía y la autobiografía.,6,esp,santillana,,24 a 27,,,,,,6,esp,sep,,"18 a 24, 27 y 28"
6,10/26,hist,"Explica la importancia de los ríos en el desarrollo de las civilizaciones agrícolas, sus rasgos comunes y diferencias.",6,hist,santillana,,122 a 125,,,,,,6,hist,sep,,40 y 41
6,10/27,ced,"Exige respeto a sus derechos humanos, es sensible, se solidariza y realiza acciones a favor de personas o grupos que viven situaciones de vulnerabilidad.",6,ced,santillana,,136 y 137,,,,,,6,fcye,sep,,20 a 31
6,10/27,art,"Reconoce que la combinación de cuerpo, espacio y tiempo puede utilizarse para trabajar los conceptos de realidad y ficción en el teatro.",6,art,santillana,,"16 y 17, 168 y 169",,,,,,,,,,
6,10/27,fcye,"Exige respeto a sus derechos humanos, es sensible, se solidariza y realiza acciones a favor de personas o grupos que viven situaciones de vulnerabilidad.",6,fcye,santillana,,136 y 137,,,,,,6,fcye,sep,,27 y 28
6,10/27,mat,Resolución de problemas multiplicativos con valores fraccionarios o decimales mediante procedimientos no formales.,6,mat,santillana,,58 y 59,6,mat,detectives,,12,6,mat,sep,,20 y 21
6,10/27,esp,Identifica e infiere las características del personaje a través de la lectura de biografías y autobiografías.,6,esp,santillana,,24 y 25,,,,,,6,esp,sep,,18 a 23
6,10/28,ef,"Fortalece su imagen corporal al afrontar desafíos en el juego, la expresión corporal y la iniciación deportiva, para manifestar un mayor control de su motricidad ",6,ef,santillana,,320 y 321,,,,,,,,,,
6,10/28,mat,Resolución de problemas multiplicativos con valores fraccionarios o decimales mediante procedimientos no formales.,6,mat,santillana,,58 y 59,6,mat,detectives,,12,6,mat,sep,,20 y 21
6,10/28,geo,Reconoce acciones para el desarrollo sustentable.,6,geo,santillana,,112 y 113,,,,,,6,geo,sep,,65 y 71
6,10/28,lmb,Describe las enseñanzas y valores que encierran los refranes y proverbios. Propone otros con otros valores propios de su edad y contexto.,,,,,,,,,,,,,,,
6,10/28,cn,Describe cómo los progenitores heredan características a sus descendientes en el proceso de la reproducción.,6,cn,santillana,,90 y 91,,,,,,6,cn,sep,,34 y 35
6,10/29,vs,"Participa en la promoción de hábitos de higiene y limpieza en su familia, escuela y comunidad.",6,vs,vidasaludable,https://packgoogle-pro.s3.amazonaws.com/vida-saludable/laguia_recursos/trim1/cgn4_t1/index.html,297 y 303,,,,,,,,,,
6,10/29,mat,"Lectura, escritura y comparación de números naturales, fraccionarios y decimales. Explicitación de los criterios de comparación.",6,mat,santillana,,52 a 55,6,mat,detectives,,7 a 9,6,mat,sep,,10 a 16
6,10/29,mat,"Lectura, escritura y comparación de números naturales, fraccionarios y decimales. Explicitación de los criterios de comparación.",6,mat,santillana,,52 a 55,6,mat,detectives,,7 a 9,6,mat,sep,,10 a 16
6,10/29,mat,"Lectura, escritura y comparación de números naturales, fraccionarios y decimales. Explicitación de los criterios de comparación.",6,mat,santillana,,52 a 55,6,mat,detectives,,7 a 9,6,mat,sep,,10 a 16
6,10/29,mat,"Lectura, escritura y comparación de números naturales, fraccionarios y decimales. Explicitación de los criterios de comparación.",6,mat,santillana,,52 a 55,6,mat,detectives,,7 a 9,6,mat,sep,,10 a 16
