grade,date,subject,learn,book1_grade,book1_subject,book1_serie,book1_interactive,book1_pages,book2_grade,book2_subject,book2_serie,book2_interactive,book2_pages,book3_grade,book3_subject,book3_serie,book3_interactive,book3_pages
2,11/08,vs,Expresa ideas acerca de la importancia de incluir en su consumo diario alimentos saludables de los distintos grupos.,2,vs,vidasaludable,https://packgoogle-pro.s3.us-east-1.amazonaws.com/vida-saludable/compartir_recursos/trim1/bgn2_t1/index.html,127,,,,,,,,,,
2,11/08,es,Reconoce cómo se sienten sus compañeros cuando alguien los trata bien o mal.,,,,,,2,es,socio,,24 y 25,,,,,
2,11/08,art,"Realiza movimientos corporales rítmicos a diferentes velocidades, para realizar secuencias.",2,art,santillana,,156 y 157,,,,,,,,,,
2,11/08,cm,"Describe costumbres, tradiciones, celebraciones y conmemoraciones del lugar donde vive y cómo han cambiado con el paso del tiempo.",2,cm,santillana,,238 y 239,,,,,,2,cm,sep,,82
2,11/08,lm,"Revisa y corrige, con ayuda del profesor, la coherencia y propiedad de sus notas: escritura convencional, ortografía.
Revisa y corrige el texto con ayuda de alguien más, al hacerlo reflexiona sobre:
• la escritura convencional de las palabras;
• el uso de mayúsculas y minúsculas;
• el uso del punto final, el punto y aparte y las comas en las enumeraciones.
Aprende el orden alfabético para buscar palabras en el diccionario.",2,lm,santillana,,29,,,,,,2,lm,sep,,61
2,11/09,ef,"Expresa ideas y emociones al comunicarse de manera verbal, corporal y actitudinal en distintas actividades motrices, para asignarles un carácter personal.",2,ef,santillana,,148 y 149,,,,,,,,,,
2,11/09,lm,"Recuerda lo trabajado sobre carteles en primer grado y lo aplica para elaborar los materiales de apoyo para su exposición. Registra en notas lo más relevante del tema seleccionado para apoyar su exposición. Revisa y corrige, con ayuda del docente, la coherencia y propiedad de sus notas: escritura convencional, ortografía.",2,lm,santillana,,28,,,,,,2,lm,sep,,37 a 39
2,11/09,art,"Realiza movimientos corporales rítmicos a diferentes velocidades, para realizar secuencias.",2,art,santillana,,408 Y 409,,,,,,,,sep,,
2,11/09,mat,Resuelve problemas de multiplicación con números naturales menores que 10.,2,mat,santillana,,222 y 223,2,mat,detectives,,38 y 39,2,mat,sep,,116 a 125
2,11/09,fcye,"Reconoce la satisfacción de necesidades básicas de salud, educación, alimentación y vivienda como parte de sus derechos.",2,fcye,santillana,,118 y 119,,,,,,2,fcye,sep,,18 a 23
2,11/10,ced,"Practica su libertad al expresar con responsabilidad sus opiniones y necesidades en la familia y en el aula, así como reflexiona sobre los efectos de sus acciones en sí y en las demás personas.",2,ced,santillana,,120 y 121,,,,,,2,fcye,sep,,26 a 33
2,11/10,art,"Asocia sonidos, canciones y movimientos a estados de ánimo.",2,art,santillana,,292 y 293,,,,,,,,,,
2,11/10,cm,"Describe costumbres, tradiciones, celebraciones y conmemoraciones del lugar donde vive y cómo han cambiado con el paso del tiempo.",2,cm,santillana,,238 y 239,,,,,,2,cm,sep,,82
2,11/10,lm,"Revisa y corrige, con ayuda del profesor, la coherencia y propiedad de sus notas: escritura convencional, ortografía.
Revisa y corrige el texto con ayuda de alguien más, al hacerlo reflexiona sobre:
• la escritura convencional de las palabras;
• el uso de mayúsculas y minúsculas;
• el uso del punto final, el punto y aparte y las comas en las enumeraciones.",2,lm,santillana,,30 y 31,,,,,,2,lm,sep,,38
2,11/10,mat,Resuelve problemas de multiplicación con números naturales menores que 10.,2,mat,santillana,,222 y 223,2,mat,detectives,,38 y 39,2,mat,sep,,116 a 125
2,11/11,ef,"Expresa ideas y emociones al comunicarse de manera verbal, corporal y actitudinal en distintas actividades motrices, para asignarles un carácter personal.",2,ef,santillana,,148 y 149,,,,,,,,,,
2,11/11,ing,Participa en la elaboración de señalamientos para el salón.,,,,,,,,,,,,,,,
2,11/11,mat,Resuelve problemas de multiplicación con números naturales menores que 10.,2,mat,santillana,, 222 y 223,2,mat,detectives,,38 y 39,2,mat,sep,,116 a 125
2,11/11,cm,"Describe costumbres, tradiciones, celebraciones y conmemoraciones del lugar donde vive y cómo han cambiado con el paso del tiempo.",2,cm,santillana,,238 y 239,,,,,,2,cm,sep,,82
2,11/11,lmb,"Escucha la lectura de un texto que el maestro u otro compañero lee en voz alta, de manera atenta, cumpliendo las reglas establecidas para intervenir durante el acto de lectura.",,,,,,,,,,,,,sep,,
2,11/12,vs,Participa en diferentes juegos que le permiten mantenerse activo y saludable.,2,vs,vidasaludable,https://packgoogle-pro.s3.us-east-1.amazonaws.com/vida-saludable/compartir_recursos/trim1/bgn1_t1/index.html,128 y 129,,,,,,,,,,
2,11/12,lm,Elige el tema de su exposición y expresa verbalmente por qué le interesa y por qué considera necesario hablar al respecto.,2,lm,santillana,,166 y 167,,,,,,2,lm,sep,,93 a 95 y 98
2,11/12,lm,"Explora textos en los acervos para seleccionar aquellos que le permitan saber más sobre el tema que le interesa.
Utiliza diferentes indicadores como: título, subtitulo, estructura, ilustraciones para seleccionar materiales que puedan cumplir con sus propósitos.
Lee los textos e identifica que información le ofrece cada uno sobre el tema de su interés.",2,lm,santillana,,26 y 27,,,,,,2,lm,sep,,33
2,11/12,lm,"Explora, lee y relee el material de lectura elegido con ayuda del profesor si es necesario. Registra en notas lo más relevante del tema seleccionado para apoyar su exposición.",2,lm,santillana,,168,,,,,,2,lm,sep,,93 a 95
2,11/12,lm,Lee para otros cuidando el volumen de su voz y la entonación. Escucha atentamente la lectura en voz alta que realizan sus compañeros.,2,lm,santillana,,22 y 23,,,,,,2,lm,sep,,"31, 44 y 45"
