grade,date,subject,learn,book1_grade,book1_subject,book1_serie,book1_interactive,book1_pages,book2_grade,book2_subject,book2_serie,book2_interactive,book2_pages,book3_grade,book3_subject,book3_serie,book3_interactive,book3_pages
2,09/20,vs,Reconoce que la práctica de hábitos de higiene y limpieza reduce el riesgo de contraer enfermedades.,2,vs,vidasaludable,https://packgoogle-pro.s3.amazonaws.com/vida-saludable/laguia_recursos/trim1/bgn3_t1/index.html,131,,,,,,,,,,
2,09/20,es,"Sostiene la atención focalizada durante 2 o 3 minutos en diferentes objetos relacionados con los cinco sentidos, para identificar los efectos de la agitación y la tranquilidad.",,,,,,2,es,socio,, 10 y 11,,,,,
2,09/20,art,"Escucha y experimenta sonidos con diferentes timbres, duraciones y ritmos, e identifica la fuente que los emite.",2,art,santillana,,156 y 157,,,,,,,,,,
2,09/20,cm,"Distingue sólidos, líquidos y gases del entorno.",2,cm,santillana,,368 y 369,,,,,,2,cm,sep,,140 a 147
2,09/20,lm,"Al exponer, expresa de forma oral sus ideas con claridad. Al atender la exposición, escucha respetuosamente las exposiciones de sus compañeros.",2,lm,santillana,,166 y 167,,,,,,2,lm,sep,,93 a 95 y 98
2,09/21,ef,Ajusta sus patrones básicos de movimiento a partir de la valoración de sus experiencias en las situaciones motrices en las que participa para responder a las características de cada una.,2,ef,santillana,,290 y 291,,,,,,,,,,
2,09/21,lm,"Al exponer, expresa de forma oral sus ideas con claridad. Al atender la exposición, escucha respetuosamente las exposiciones de sus compañeros.",2,lm,santillana,,166 y 167,,,,,,2,lm,sep,,93 a 95 y 98
2,09/21,art,"Escucha y experimenta sonidos con diferentes timbres, duraciones y ritmos, e identifica la fuente que los emite.",2,art,santillana,,292 y 293,,,,,,,,,,
2,09/21,mat,Recolecta datos y hace registros personales.,2,mat,santillana,,76 y 77,2,mat,detectives,,44,2,mat,sep,,36 a 40
2,09/21,fcye,"Valora la importancia de pertenecer a una familia, un grupo escolar, vecindario, comunidad y tener amistades que contribuyen a cuidar su integridad física y emocional, y la de otras personas.",2,fcye,santillana,,114 y 115,,,,,,2,fcye,sep,,10 a 17
2,09/22,ced,"Valora la importancia de pertenecer a una familia, un grupo escolar, vecindario, comunidad y tener amistades que contribuyen a cuidar su integridad física y emocional, y la de otras personas.",2,ced,santillana,,114 y 115,,,,,,2,fcye,sep,,118 y 119
2,09/22,art,"Escucha y experimenta sonidos con diferentes timbres, duraciones y ritmos, e identifica la fuente que los emite.",2,art,santillana,,292 y 293,,,,,,,,,,
2,09/22,cm,"Clasifica objetos, animales y plantas por su tamaño.",2,cm,santillana,,106 y 246,,,,,,2,cm,sep,,40 a 45 y 94 a 97
2,09/22,lm,"Escucha con atención la lectura en voz alta que hace el profesor o alguno de sus compañeros. Identifica la trama, los personajes principales y algunas de sus características en los textos leídos.",2,lm,santillana,,194 y 195,,,,,,2,lm,sep,,120 a 123
2,09/22,mat,"Estima, compara y ordena eventos usando unidades convencionales de tiempo: día, semana, mes y año.",2,mat,santillana,,204 y 205,2,mat,detectives,,7,2,mat,sep,,82 y 83
2,09/23,ef,"Coordina patrones básicos de movimiento en actividades y juegos que implican elementos perceptivo-motrices, con el propósito de fomentar el control de sí y la orientación en el espacio.",2,ef,santillana,,290 y 291,,,,,,,,,,
2,09/23,ing,"Reconoce palabras y expresiones de saludo, cortesía y despedida.",,,,,,,,,,,,,,,
2,09/23,mat,"Estima, compara y ordena eventos usando unidades convencionales de tiempo: día, semana, mes y año.",2,mat,santillana,,206 y 207,2,mat,detectives,,7,2,mat,sep,,84
2,09/23,cm,"Clasifica objetos, animales y plantas por su tamaño.",,,,,,,,,,,,,,,
2,09/23,lmb,Aprende a apreciar la diversidad cultural y linguística de su comunidad o región para que valoren su lengua y cultura.,,,,,,,,,,,,,,,
2,09/24,vs,Participa en diferentes juegos que le permiten mantenerse activo y saludable.,2,vs,vidasaludable,https://packgoogle-pro.s3.amazonaws.com/vida-saludable/laguia_recursos/trim3/rdvspbt3e2-gen/index.html,389,,,,,,,,,,
2,09/24,mat,"Estima, compara y ordena eventos usando unidades convencionales de tiempo: día, semana, mes y año.",2,mat,santillana,,206 y 207,2,mat,detectives,,7,2,mat,sep,,84
2,09/24,cm,"Clasifica objetos, animales y plantas por su tamaño.",2,cm,santillana,,106 y 246,,,,,,2,cm,sep,,40 a 45 y 94 a 97
2,09/24,art,"Selecciona y escucha música del interés del grupo, e investiga sus orígenes y diferencias.",2,art,santillana,,408 y 409,,,,,,,,,,
2,09/24,es,Identifica la relación entre pensamientos que provocan emociones y las respectivas sensaciones corporales.,,,,,,2,es,socio,,12 y 13,,,,,
