grade,date,subject,learn,book1_grade,book1_subject,book1_serie,book1_interactive,book1_pages,book2_grade,book2_subject,book2_serie,book2_interactive,book2_pages,book3_grade,book3_subject,book3_serie,book3_interactive,book3_pages
2,12/13,vs,"Consume alimentos saludables, considerando que un manejo adecuado de desechos disminuye el impacto en el medio ambiente.",2,vs,vidasaludable,https://packgoogle-pro.s3.amazonaws.com/vida-saludable/laguia_recursos/trim2/rdvspat2e1-gen/index.html,134 ,,,,,,,,,,
2,12/13,es,Identifica el deseo de bienestar común para todos.,,,,,,2,es,socio,,32 y 33,,,,,
2,12/13,art,Elabora un cancionero grupal a partir de la música que escuchó en el ciclo escolar.,2,art,santillana,,"298, 299, 408 y 409 ",,,,,,,,,,
2,12/13,cm,"Describe cambios y permanencias en los juegos, las actividades recreativas y los sitios donde se realizan.",2,cm,santillana,,111,,,,,,2,cm,sep,,60 a 62
2,12/13,lm,"Reconoce el propósito de los anuncios publicitarios. Revisa y corrige el texto con ayuda de alguien más, al hacerlo reflexiona sobre: • la escritura convencional de las palabras; • el uso de mayúsculas y minúsculas; • el uso del punto final, el punto y aparte y las comas en las enumeraciones.",2,lm,santillana,,42 y 43,,,,,,2,lm,sep,,50 a 53 y 59
2,12/14,ef,"Elabora alternativas de solución ante retos y problemas que se presentan en actividades y juegos, para cumplir con la meta que se plantea.",2,ef,santillana,,290 y 291,,,,,,,,,,
2,12/14,lm,"Explora publicidad impresa en diferentes publicaciones y reconoce algunas de sus características: imágenes llamativas que pueden comunicar algo o solo ser ilustrativas, con textos breves o sin texto. Revisa y corrige el texto con ayuda de alguien más, al hacerlo reflexiona sobre: <br/>• la escritura convencional de las palabras; <br/>• el uso de mayúsculas y minúsculas; <br/>• el uso del punto final, el punto y aparte y las comas en las enumeraciones.",2,lm,santillana,,44 y 45,,,,,,2,lm,sep,,50 a 53
2,12/14,art,Elabora un cancionero grupal a partir de la música que escuchó en el ciclo escolar.,2,art,santillana,,"298, 299, 408 y 409 ",,,,,,,,sep,,
2,12/14,mat,"Lee, escribe y ordena números naturales hasta 1 000.",2,mat,santillana,,66 y 67,2,mat,detectives,,8 y 9,2,mat,sep,,16 a 19
2,12/14,fcye,"Practica su libertad al expresar con responsabilidad sus opiniones y necesidades en la familia y en el aula, así como reflexiona sobre los efectos de sus acciones en sí y en las demás personas.",2,fcye,santillana,,122 y 123 ,,,,,,2,fcye,sep,,34 a 41
2,12/15,ced,"Reconoce que hay personas que tienen costumbres, tradiciones y creencias diferentes a las suyas y manifiesta respeto por la forma en que las expresan.",2,ced,santillana,,254 y 255,,,,,,2,fcye,sep,,46 a 53
2,12/15,art,Elabora un cancionero grupal a partir de la música que escuchó en el ciclo escolar.,2,art,santillana,,"298, 299, 408 y 409 ",,,,,,,,,,
2,12/15,cm,"Describe cambios y permanencias en los juegos, las actividades recreativas y los sitios donde se realizan.",2,cm,santillana,,112,,,,,,2,cm,sep,,63 a 66
2,12/15,lm,Identifica la sonoridad de las canciones y poemas. Identifica las características de rimas y coplas.,2,lm,santillana,,22 y 23,,,,,,2,lm,sep,,44 y 45
2,12/15,mat,"Lee, escribe y ordena números naturales hasta 1 000.",2,mat,santillana,,66 y 67,2,mat,detectives,,8 y 9,2,mat,sep,,16 a 19
2,12/16,ef,"Elabora alternativas de solución ante retos y problemas que se presentan en actividades y juegos, para cumplir con la meta que se plantea.",2,ef,santillana,,406 y 407,,,,,,,,,,
2,12/16,ing,Explora rimas o cuentos en verso.,,,,,,,,,,,,,,,
2,12/16,mat,"Calcula mentalmente sumas y restas de números de dos cifras, dobles de números de dos cifras y mitades de números pares menores que 100.",2,mat,santillana,,72 y 73 ,2,mat,detectives,,10 y 11,2,mat,sep,,26 a 30
2,12/16,cm,"Describe cambios y permanencias en los juegos, las actividades recreativas y los sitios donde se realizan.",2,cm,santillana,,112,,,,,,2,cm,sep,,63 a 66
2,12/16,lmb,"Respeta las regularidades del sistema de escritura de su lengua, y disminuye notablemente los errores que comete (uso de dígrafos, marca de glotal, etcétera).",2,lm,santillana,,306 y 307 ,,,,,,2,lm,sep,,146 a 148
2,12/17,vs,"Practica hábitos de higiene personal y limpieza del entorno, que le ayudan a cuidar la salud.",2,vs,vidasaludable,https://packgoogle-pro.s3.amazonaws.com/vida-saludable/laguia_recursos/trim1/bgn3_t1/index.html,132,,,,,,,,,,
2,12/17,mat,"Estima, mide, compara y ordena longitudes, con unidades no convencionales y el metro no graduado.",2,mat,santillana,,90 y 91 ,2,mat,detectives,,21 y 22,2,mat,sep,,64 a 67
2,12/17,cm,"Describe cambios y permanencias en los juegos, las actividades recreativas y los sitios donde se realizan.",2,cm,santillana,,112,,,,,,2,cm,sep,,63 a 66
2,12/17,art,"Construye patrones y secuencias cortas al organizar movimientos, formas, gestos, sonidos, colores u objetos para representar diferentes ideas.",2,art,santillana,,"16, 17, 150 y 151",,,,,,,,,,
2,12/17,es,"Revisa las situaciones que le provocan cambios en su cuerpo, piensa en dichos cambios y en las acciones que generan las emociones básicas.",,,,,,2,es,socio,,12 y 13,,,,,
