grade,date,subject,learn,book1_grade,book1_subject,book1_serie,book1_interactive,book1_pages,book2_grade,book2_subject,book2_serie,book2_interactive,book2_pages,book3_grade,book3_subject,book3_serie,book3_interactive,book3_pages
1,12/13,es,Identifica el deseo de bienestar común para todos.,,,,,,1,es,socio,,14 y 15,,,,,
1,12/13,art,Diseña un vestuario sencillo para la presentación frente a público.,1,art,santillana,,422 y 423,,,,,,,,,,
1,12/13,cm,Reconoce que sus acciones pueden afectar a la naturaleza y participa para cuidarla.,1,cm,santillana,,253,,,,,,1,cm,sep,,90 a 97
1,12/13,lm,Sigue con atención la lectura que hace el docente en voz alta.,1,lm,santillana,,332 y 333,,,,,,1,lm,sep,,186 y 187
1,12/13,vs,"Consume alimentos saludables, considerando que un manejo adecuado de desechos disminuye el impacto en el medio ambiente.",1,vs,vidasaludable,,146,,,,,,,,,,
1,12/14,mat,"Lee, escribe y ordena números naturales hasta 100.",1,mat,santillana,,78 y 79,1,mat,detectives,,7,1,mat,sep,,12 a 23
1,12/14,fcye,"Identifica situaciones en su vida diaria, en las que puede tomar algunas decisiones y en las que no; así como que esas decisiones conllevan una responsabilidad consigo y con otras personas.",1,fcye,santillana,,132 y 133,,,,,,1,fcye,sep,,26 a 36
1,12/14,lm,Reconoce el valor sonoro de las letras al escribir o dictar palabras y oraciones.,1,lm,santillana,,314 y 315,,,,,,1,lm,sep,,153
1,12/14,art,Diseña un vestuario sencillo para la presentación frente a público.,1,art,santillana,,422 y 423,,,,,,,,,,
1,12/14,ef,"Pone a prueba sus respuestas motrices en actividades y juegos, individuales y colectivos, con la intención de canalizar y expresar el gusto por moverse. ",1,ef,santillana,, 414 y 415,,,,,,,,,,
1,12/15,cm,Reconoce que sus acciones pueden afectar a la naturaleza y participa para cuidarla.,1,cm,santillana,,253,,,,,,1,cm,sep,,90 a 97
1,12/15,mat,"Lee, escribe y ordena números naturales hasta 100.",1,mat,santillana,,78 y 79,1,mat,detectives,,7,1,mat,sep,,12 a 23
1,12/15,lm,Sigue con atención la lectura que hace el docente en voz alta.,1,lm,santillana,,332 y 333,,,,,,1,lm,sep,,186 y 187
1,12/15,ing,Explora rimas o cuentos en verso.,,,,,,,,,,,,,,,
1,12/15,ced,"Participa de las tradiciones y costumbres del lugar donde vive, las describe y comparte con otras personas lo que le gusta y no le gusta de ellas.",1,ced,santillana,,260 y 261,,,,,,1,fcye,sep,,44 a 51
1,12/16,lmb,"Revisa las palabras que escribe por sí mismo, interpretando su escritura mientras la señala con su dedo parte por parte, para determinar la cantidad de letras. Tacha las letras que le sobran.",,,,,,,,,,,,,,,
1,12/16,art,Improvisa movimientos al escuchar canciones infantiles.,1,art,santillana,,304 y 305,,,,,,,,,,
1,12/16,cm,Reconoce que sus acciones pueden afectar a la naturaleza y participa para cuidarla.,1,cm,santillana,,253,,,,,,1,cm,sep,,90 a 97
1,12/16,mat,"Lee, escribe y ordena números naturales hasta 100.",1,mat,santillana,,78 y 79,1,mat,detectives,,7,1,mat,sep,,12 a 23
1,12/16,ef,"Pone a prueba sus respuestas motrices en actividades y juegos, individuales y colectivos, con la intención de canalizar y expresar el gusto por moverse. ",1,ef,santillana,,160 y 161,,,,,,,,,,
1,12/17,mat,"Lee, escribe y ordena números naturales hasta 100.",1,mat,santillana,,78 y 79,1,mat,detectives,,7,1,mat,sep,,12 a 23
1,12/17,cm,"Identifica actividades cotidianas que realiza en su casa y en la escuela, la distribución de responsabilidades y la organización del tiempo.",1,cm,santillana,,366 y 367,,,,,,1,cm,sep,,118 a 125
1,12/17,es,"Reconoce cómo actúa ante el miedo, el enojo, la alegría, la sorpresa o el asco y lo expresa con ayuda de un mediador.",,,,,,1,es,socio,,12 y 13,,,,,
1,12/17,art,Elige una manifestación cultural o artística para identificar las ideas y emociones que expresa.,1,art,santillana,,16 y 17,,,,,,,,,,
1,12/17,vs,"Practica hábitos de higiene personal y limpieza del entorno, que le ayudan a cuidar la salud.",1,vs,vidasaludable,https://packgoogle-pro.s3.amazonaws.com/vida-saludable/laguia_recursos/trim1/bgn4_t1/index.html,143,,,,,,,,,,
