grade,date,subject,learn,book1_grade,book1_subject,book1_serie,book1_interactive,book1_pages,book2_grade,book2_subject,book2_serie,book2_interactive,book2_pages,book3_grade,book3_subject,book3_serie,book3_interactive,book3_pages
2,12/06,vs,"Expresa razones acerca de por qué los alimentos procesados ponen en riesgo la salud, en comparación con los alimentos frescos.",2,vs,vidasaludable,https://packgoogle-pro.s3.amazonaws.com/vida-saludable/laguia_recursos/trim3/rdvspbt3e1-gen/index.html,133,,,,,,,,,,
2,12/06,es,"Reconoce que las personas experimentan malestar o dolor emocional en situaciones de maltrato, discriminación o exclusión.",,,,,,2,es,socio,,52 y 53,,,,,
2,12/06,art,"Explora los diferentes elementos del espacio personal y social, para identificar sus posibilidades.",2,art,santillana,,"298, 299, 408 y 409",,,,,,,,,,
2,12/06,cm,Describe cambios en la naturaleza a partir de lo que observa en el día y la noche y durante el año.,2,cm,santillana,,108,,,,,,2,cm,sep,,50 a 55
2,12/06,lm,"Revisa y corrige, con ayuda del profesor, la coherencia y propiedad de sus notas: escritura convencional, ortografía.",2,lm,santillana,,321,,,,,,2,lm,sep,,177 y 182
2,12/07,ef,"Elabora alternativas de solución ante retos y problemas que se presentan en actividades y juegos, para cumplir con las metas que se plantea.",2,ef,santillana,,406 y 407,,,,,,,,,,
2,12/07,lm,"Revisa y corrige, con ayuda del profesor, la coherencia y propiedad de sus notas: escritura convencional, ortografía.           <br / >- la escritura convencional de las palabras; <br / >- el uso de mayúsculas y minúsculas;        <br / >- el uso del punto final, el punto y aparte y las comas en las enumeraciones.",2,lm,santillana,,36 y 37,,,,,,2,lm,sep,,42
2,12/07,art,Elabora un cancionero grupal a partir de la música que escuchó en el ciclo escolar.,2,art,santillana,,408 y 409,,,,,,,,sep,,
2,12/07,mat,Construye y describe figuras y cuerpos geométricos.,2,mat,santillana,,82 y 83,2,mat,detectives,, 17 y 18,2,mat,sep,,"51 a 53, 55 y 56"
2,12/07,fcye,"Practica su libertad al expresar con responsabilidad sus opiniones y necesidades en la familia y en el aula, así como reflexiona sobre los efectos de sus acciones en sí y en las demás personas.",2,fcye,santillana,,120 y 121,,,,,,2,fcye,sep,,26 a 33
2,12/08,ced,"Practica su libertad al expresar con responsabilidad sus opiniones y necesidades en la familia y en el aula, así como reflexiona sobre los efectos y sus acciones en sí y en las demás personas.",2,ced,santillana,,120 y 121,,,,,,2,fcye,sep,,26 a 33
2,12/08,art,Elabora un cancionero grupal a partir de la música que escuchó en el ciclo escolar.,2,art,santillana,,408 y 409,,,,,,,,,,
2,12/08,cm,Describe cambios en la naturaleza a partir de lo que observa en el día y la noche y durante el año.,2,cm,santillana,,108,,,,,,2,cm,sep,,50 a 55
2,12/08,lm,"Explora publicidad impresa en diferentes publicaciones y reconoce algunas de sus características: imágenes llamativas que pueden comunicar algo o solo ser ilustrativas, con textos breves o sin texto.",2,lm,santillana,,44 y 45,,,,,,2,lm,sep,,52 y 53
2,12/08,mat,Construye y describe figuras y cuerpos geométricos.,2,mat,santillana,,82 y 83,2,mat,detectives,, 17 y 18,2,mat,sep,,"51 a 53, 55 y 56"
2,12/09,ef,"Elabora alternativas de solución ante retos y problemas que se presentan en actividades y juegos, para cumplir con la meta que se plantea.",2,ef,santillana,,406 y 407,,,,,,,,,,
2,12/09,ing,Escucha y participa en la lectura de nombres.,,,,,,,,,,,,,,,
2,12/09,mat,"Lee, escribe y ordena números naturales hasta 1 000.",2,mat,santillana,,66 y 67,2,mat,detectives,, 8,2,mat,sep,,16 a 19
2,12/09,cm,"Identifica que todos los niños tienen derecho a la salud, el descanso y el juego.",2,cm,santillana,,110,,,,,,2,cm,sep,, 57 a 59
2,12/09,lmb,Prepara la presentación de la información sobre un tema que haya indagado.,,,,,,,,,,,,,,,
2,12/10,vs,"Expresa razones acerca de por qué los alimentos procesados ponen en riesgo la salud, en comparación con los alimentos frescos.",3,vs,vidasaludable,https://packgoogle-pro.s3.amazonaws.com/vida-saludable/laguia_recursos/trim3/rdvspbt3e1-gen/index.html,133,,,,,,,,,,
2,12/10,mat,"Lee, escribe y ordena números naturales hasta 1 000.",2,mat,santillana,,68 y 69,2,mat,detectives,, 9,2,mat,sep,,18 y 19
2,12/10,cm,"Identifica que todos los niños tienen derecho a la salud, el descanso y el juego.",2,cm,santillana,,110,,,,,,2,cm,sep,, 57 a 59
2,12/10,art,Elabora un cancionero grupal a partir de la música que escuchó en el ciclo escolar.,2,art,santillana,,408 y 409,,,,,,,,,,
2,12/10,es,"Identifica que, con base al esfuerzo, puede lograr algo que se propone.",,,,,,2,es,socio,,54 y 55,,,,,
